Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Hiss,Områdeskod
"Hagagatan 50A, 4-5tr. ö.g",23 februari 2023,8000000,8295000,Lägenhet,Bostadsrätt,2.0,74.0,Ja,,1912,4591.0,,,7
Harry Martinsons Gata 3,23 februari 2023,4300000,4195000,Lägenhet,Bostadsrätt,2.0,50.5,Ja,3.0,2008,2321.0,,Ja,2
Östermalmsgatan 49,24 februari 2023,6300000,6950000,Lägenhet,Bostadsrätt,2.0,49.0,,3.0,1883,2837.0,5800.0,,9
Skeppargatan 25D,24 februari 2023,4920000,4980000,Lägenhet,Andel i bostadsförening,2.0,37.0,Ja,1.0,1884,1272.0,4200.0,Ja,9
"Kronobergsgatan 5, 4 tr",24 februari 2023,5570000,5195000,Lägenhet,Bostadsrätt,2.0,54.0,,4.0,1900,2551.0,,Ja,1
"Ynglingagatan 21, 5 tr",24 februari 2023,5840000,5595000,Lägenhet,Bostadsrätt,2.0,54.0,,5.0,1906,3165.0,,Ja,7
Lidnersgatan 12,24 februari 2023,3100000,2995000,Lägenhet,Bostadsrätt,2.0,37.5,,,1938,2678.0,7596.0,,2
Grubbensringen 13,24 februari 2023,6410000,5995000,Lägenhet,Bostadsrätt,2.5,68.0,,,1996,4479.0,,,8
Västmannagatan 84,25 februari 2023,7525000,7500000,Lägenhet,Bostadsrätt,2.5,73.0,Nej,2.0,1902,2546.0,9200.0,Ja,7
"Gästrikegatan 9, 3 tr ög",25 februari 2023,5900000,4995000,Lägenhet,Bostadsrätt,2.0,50.0,Ja,3.0,1909,2272.0,,Nej,6
Svarvargatan 3,26 februari 2023,3875000,3795000,Lägenhet,Bostadsrätt,2.0,39.0,,3.0,1932,1918.0,,Ja,1
Kungsbro strand 25,27 februari 2023,11800000,10950000,Lägenhet,Bostadsrätt,2.0,79.0,Ja,5.0,1934,6682.0,12804.0,Ja,8
Hagaesplanaden 80,27 februari 2023,3725000,3500000,Lägenhet,Bostadsrätt,2.0,44.5,Nej,,2023,3184.0,7968.0,,6
Levertinsgatan 5,27 februari 2023,3050000,2750000,Lägenhet,Bostadsrätt,2.0,35.0,Nej,2.5,1931,2510.0,4000.0,Ja,2
Sibyllegatan 50A,27 februari 2023,7600000,7500000,Lägenhet,Bostadsrätt,2.0,63.0,,2.5,1894,2502.0,8300.0,Ja,9
"Melodislingan 46, 2 tr",27 februari 2023,7600000,7895000,Lägenhet,Bostadsrätt,2.0,71.5,Ja,2.0,2020,5268.0,6100.0,Ja,9
Alströmergatan 32O,28 februari 2023,4030000,0,Lägenhet,Bostadsrätt,2.0,45.0,Nej,,1929,2499.0,3600.0,,1
Storgatan 18,28 februari 2023,7650000,0,Lägenhet,Bostadsrätt,2.0,53.9,Ja,2.0,1848,1747.0,,Ja,3
Lidnersplan 6,28 februari 2023,5505000,4995000,Lägenhet,Bostadsrätt,2.5,59.0,Ja,1.0,1938,2798.0,,Ja,2
"Nina einhorns gata 6, vån 7/7",28 februari 2023,3580000,3495000,Lägenhet,Bostadsrätt,2.0,34.0,Ja,7.0,2018,2296.0,,Ja,6
"Upplandsgatan 17 C, 5 tr",28 februari 2023,8210000,7200000,Lägenhet,Bostadsrätt,2.5,64.0,Ja,5.0,1890,3040.0,,Ja,4
"Tomtebogatan 49, 2,5tr",28 februari 2023,7070000,6395000,Lägenhet,Bostadsrätt,2.0,59.6,Ja,2.0,1906,3500.0,6960.0,Ja,6
Sankt Eriksgatan 65 / Norrbackagatan 2,28 februari 2023,5835000,5745000,Lägenhet,Bostadsrätt,2.5,64.0,Ja,,1927,3079.0,9600.0,,6
Birger Jarlsgatan 104A,28 februari 2023,4800000,4195000,Lägenhet,Bostadsrätt,2.0,46.0,,,1928,3330.0,5200.0,,0
Birger Jarlsgatan 104B,1 mars 2023,4125000,3495000,Lägenhet,Bostadsrätt,1.5,36.0,,,1927,2483.0,10700.0,,0
"Alströmergatan 32L, 2 tr",1 mars 2023,4120000,3895000,Lägenhet,Bostadsrätt,2.0,45.0,Nej,2.0,1928,2499.0,7500.0,Nej,1
"Wargentinsgatan 5E, vån 2",1 mars 2023,3500000,2995000,Lägenhet,Bostadsrätt,2.0,30.0,Nej,2.0,1932,1809.0,,Ja,8
"Svarvargatan 3, 5tr",1 mars 2023,6550000,6000000,Lägenhet,Bostadsrätt,2.0,60.0,Ja,,1932,2926.0,5000.0,,1
"Rörstrandsgatan 32A, 2 tr ÖG",1 mars 2023,6850000,6790000,Lägenhet,Bostadsrätt,2.0,62.0,Ja,2.0,1906,2251.0,10416.0,Nej,6
Geijersvägen 22 - Vån. 5 av 5 tr.,1 mars 2023,4950000,5995000,Lägenhet,Bostadsrätt,2.0,63.0,Ja,5.0,1980,3218.0,9600.0,Ja,5
Rålambsvägen 10 B,1 mars 2023,4745000,4250000,Lägenhet,Bostadsrätt,2.0,62.0,,,1989,3509.0,1800.0,,5
"Drottningholmsvägen 72, vån 2",1 mars 2023,3550000,3295000,Lägenhet,Bostadsrätt,2.0,38.0,,2.0,1927,2013.0,8400.0,Ja,5
"Kellgrensgatan 10, vån 12",1 mars 2023,5000000,4995000,Lägenhet,Bostadsrätt,2.0,52.5,Ja,12.0,2015,3954.0,8472.0,Ja,5
Wennerbergsgatan 6A,1 mars 2023,3800000,3495000,Lägenhet,Bostadsrätt,2.0,47.0,Ja,2.0,1944,2260.0,5400.0,Ja,5
Riddargatan 70,2 mars 2023,6000000,6300000,Lägenhet,Bostadsrätt,2.0,52.0,,0.5,1896,1758.0,,Ja,3
Artillerigatan 40B,2 mars 2023,6500000,6400000,Lägenhet,Bostadsrätt,2.0,65.0,,0.0,1891,1969.0,,Ja,9
"Karlbergsvägen 84 A, 1,5tr över gård",2 mars 2023,6500000,6250000,Lägenhet,Bostadsrätt,2.0,63.0,Ja,1.5,1913,4092.0,,Nej,6
"Lidnersgatan 10A, 3tr",2 mars 2023,3800000,3750000,Lägenhet,Bostadsrätt,2.0,46.5,Ja,3.0,1938,3578.0,5200.0,Ja,2
Völundsgatan 9,3 mars 2023,3900000,3750000,Lägenhet,Bostadsrätt,1.5,42.0,Nej,0.5,1929,3863.0,6500.0,Ja,6
"Sveavägen 99, 1,5tr",3 mars 2023,5000000,4495000,Lägenhet,Bostadsrätt,2.0,44.0,Nej,1.5,1926,2160.0,,Ja,4
"Kungsklippan 12, 6 tr",3 mars 2023,3300000,2995000,Lägenhet,Bostadsrätt,1.5,32.0,Nej,6.0,1934,2872.0,3288.0,Ja,8
Fridhemsgatan 64A,3 mars 2023,5980000,5850000,Lägenhet,Bostadsrätt,2.0,60.5,Ja,1.0,1903,3915.0,5160.0,Ja,1
Frödingsvägen 12,3 mars 2023,3675000,3695000,Lägenhet,Bostadsrätt,2.0,48.0,,,0,3129.0,11400.0,,2
Runiusgatan 5,4 mars 2023,3450000,3495000,Lägenhet,Bostadsrätt,2.0,48.0,Nej,0.5,1931,2019.0,,Ja,2
Norrbackagatan 42,4 mars 2023,6300000,6195000,Lägenhet,Andel i bostadsförening,2.0,57.5,Ja,2.0,1929,2972.0,,Nej,6
Jungfrugatan 41A,4 mars 2023,4400000,4200000,Lägenhet,Bostadsrätt,2.0,34.0,Nej,0.5,1893,1543.0,,Nej,9
"Luntmakargatan 81, 2tr",4 mars 2023,5750000,4995000,Lägenhet,Bostadsrätt,2.0,50.0,Nej,2.0,1906,1248.0,7700.0,Ja,0
"Atterbomsvägen 30, 4tr",4 mars 2023,3450000,3195000,Lägenhet,Bostadsrätt,2.0,37.0,Ja,4.0,0,2331.0,6780.0,Ja,5
Surbrunnsgatan 31A,6 mars 2023,6150000,5495000,Lägenhet,Bostadsrätt,2.0,51.0,Nej,3.0,1905,2277.0,2905.0,Ja,0
Gävlegatan 11,6 mars 2023,3900000,3695000,Lägenhet,Bostadsrätt,2.0,36.5,Nej,2.0,1925,1558.0,5400.0,Nej,6
"Frödingsvägen 4, 2tr",6 mars 2023,4160000,3895000,Lägenhet,Bostadsrätt,2.5,49.0,Ja,2.0,1931,2957.0,9876.0,Nej,2
"Sankt Eriksgatan 118, 4tr",6 mars 2023,4200000,3995000,Lägenhet,Bostadsrätt,2.0,38.5,Ja,4.0,1924,3376.0,,Nej,7
"Majorsgatan 6, 2 tr",7 mars 2023,9700000,9250000,Lägenhet,Bostadsrätt,2.0,79.0,Nej,2.0,1932,518.0,,Ja,9
Surbrunnsgatan 8,7 mars 2023,4420000,4695000,Lägenhet,Bostadsrätt,1.5,39.0,Nej,1.0,1897,2771.0,,Ja,0
"Sysslomansgatan 8, 7 tr",7 mars 2023,4330000,3995000,Lägenhet,Bostadsrätt,2.0,38.0,Ja,7.0,1938,1920.0,3000.0,Ja,1
Norr mälarstrand 100,7 mars 2023,3495000,0,Lägenhet,Bostadsrätt,2.0,39.0,Nej,1.5,1939,2370.0,,Ja,1
Gyllenborgsgatan 14,7 mars 2023,3375000,3250000,Lägenhet,Bostadsrätt,2.0,36.0,Nej,,1928,1885.0,9560.0,,5
Döbelnsgatan 89,7 mars 2023,4850000,4495000,Lägenhet,Bostadsrätt,2.0,43.5,Nej,5.0,1972,1163.0,,Ja,0
"Birkagatan 25, 1tr",7 mars 2023,6870000,0,Lägenhet,Andel i bostadsförening,2.5,70.0,,2.0,1904,3201.0,,Nej,6
Dalagatan 8,7 mars 2023,4650000,4395000,Lägenhet,Bostadsrätt,1.5,43.0,,4.0,1929,2191.0,,Ja,4
"Sysslomansgatan 11, 5 tr",8 mars 2023,4140000,3695000,Lägenhet,Bostadsrätt,1.5,38.0,Ja,5.0,1939,2364.0,,Ja,1
"Sonja Kovalevskys Gata 3, vån 6",8 mars 2023,5300000,5250000,Lägenhet,Bostadsrätt,2.0,51.0,Ja,6.0,2017,2550.0,,Ja,6
"Kungsholms strand 183, 2 tr",8 mars 2023,4192500,0,Lägenhet,Bostadsrätt,2.0,46.0,Nej,2.0,1930,2831.0,8500.0,Ja,1
"Kungsholmsgatan 50, 4tr",8 mars 2023,4820000,4295000,Lägenhet,Bostadsrätt,1.5,43.0,Ja,3.0,1901,1845.0,4980.0,Nej,8
Kellgrensgatan 10,8 mars 2023,4300000,4350000,Lägenhet,Bostadsrätt,2.0,52.5,Ja,,2015,3954.0,,,5
"Sveavägen 136, 5tr",8 mars 2023,5000000,4195000,Lägenhet,Bostadsrätt,2.0,44.0,Ja,5.0,1936,1466.0,3840.0,Ja,4
"Norrtullsgatan 19, 3tr",8 mars 2023,7950000,7450000,Lägenhet,Bostadsrätt,2.0,60.0,Ja,3.0,1883,0.0,,Nej,4
Riddargatan 36A,9 mars 2023,8650000,9000000,Lägenhet,Bostadsrätt,2.0,72.0,Ja,1.0,1860,1643.0,18600.0,,9
Tomtebogatan 18,9 mars 2023,7325000,7495000,Lägenhet,Bostadsrätt,2.0,68.0,,3.0,1906,3816.0,9600.0,Ja,6
"Västmannagatan 71 D, 1tr ög",9 mars 2023,5500000,4995000,Lägenhet,Bostadsrätt,2.0,47.0,Ja,1.0,1907,2396.0,7200.0,,7
Orvar Odds Väg 2,9 mars 2023,3150000,2950000,Lägenhet,Bostadsrätt,2.0,34.0,,,1937,2215.0,7800.0,,2
"Tulegatan 42, 5tr",9 mars 2023,4650000,4295000,Lägenhet,Bostadsrätt,2.0,49.0,Ja,5.0,1973,2487.0,,Ja,0
"Wargentinsgatan 7, våning 3",9 mars 2023,4150000,0,Lägenhet,Bostadsrätt,2.0,40.0,Nej,3.0,1932,2291.0,6000.0,Ja,8
Roslagsgatan 58B,10 mars 2023,5950000,5850000,Lägenhet,Bostadsrätt,2.0,57.0,Ja,3.0,1925,3532.0,,,0
"Parkgatan 12 A, 2 tr",10 mars 2023,4250000,3995000,Lägenhet,Bostadsrätt,2.0,37.0,Ja,2.0,1900,1615.0,,Nej,1
Roslagsgatan 41,10 mars 2023,3600000,3350000,Lägenhet,Andel i bostadsförening,2.0,32.0,Nej,,0,2042.0,10782.0,,0
"Dalagatan 70A, Vindsvåning",10 mars 2023,4600000,4200000,Lägenhet,Bostadsrätt,1.5,28.0,Ja,4.0,1895,1479.0,7200.0,Nej,7
"Tegnérgatan 36, 3tr",10 mars 2023,7100000,6495000,Lägenhet,Bostadsrätt,2.0,60.0,,3.0,1890,3112.0,,Ja,4
"Sigtunagatan 11, 4tr",10 mars 2023,6270000,5795000,Lägenhet,Andel i bostadsförening,2.0,57.0,,4.0,1901,3490.0,6200.0,Ja,7
Svedbergsplan 5,10 mars 2023,3460000,0,Lägenhet,Bostadsrätt,2.0,42.0,Ja,,1944,2154.0,,,5
Vanadisvägen 7B,10 mars 2023,5500000,4995000,Lägenhet,Andel i bostadsförening,2.0,60.0,,,1926,2720.0,,,7
Döbelnsgatan 60,10 mars 2023,5500000,5495000,Lägenhet,Bostadsrätt,2.0,58.0,Nej,1.0,1962,2596.0,9410.0,Ja,0
"Roslagsgatan 29, 1,5tr",10 mars 2023,5700000,5695000,Lägenhet,Bostadsrätt,2.5,58.0,Ja,1.5,1936,3845.0,,Ja,0
Sankt Eriksgatan 10,10 mars 2023,4350000,4250000,Lägenhet,Bostadsrätt,2.0,45.0,Nej,,1912,1455.0,5880.0,,1
Sibyllegatan 9A,11 mars 2023,7500000,7200000,Lägenhet,Bostadsrätt,2.0,57.0,Ja,1.0,1907,2536.0,8700.0,Nej,9
Pontonjärgatan 34,11 mars 2023,6350000,6295000,Lägenhet,Bostadsrätt,2.0,61.0,Ja,3.0,1928,2989.0,7400.0,Ja,1
"Västmannagatan 18, 4tr.",11 mars 2023,5100000,4395000,Lägenhet,Bostadsrätt,2.0,45.0,,4.0,1888,2710.0,4200.0,Ja,4
"Kellgrensgatan 16, 2tr",11 mars 2023,4700000,4495000,Lägenhet,Bostadsrätt,2.0,62.0,Ja,2.0,2011,3476.0,6000.0,Ja,5
"Fridhemsgatan 13, 7 tr",11 mars 2023,2980000,2595000,Lägenhet,Bostadsrätt,1.5,26.0,Ja,7.0,1938,1443.0,,Ja,1
Nybrogatan 70,11 mars 2023,3975000,3700000,Lägenhet,Bostadsrätt,2.0,30.0,,4.0,1927,1388.0,4200.0,Ja,9
Fridhemsgatan 64A (över gården),12 mars 2023,4900000,0,Lägenhet,Bostadsrätt,2.0,48.7,Nej,,1905,3065.0,8400.0,,1
"Hälsingegatan 61, 5S",13 mars 2023,5150000,5195000,Lägenhet,Bostadsrätt,1.5,35.0,Ja,5.0,2019,2501.0,,Ja,6
Ingemarsgatan 7,13 mars 2023,4550000,3795000,Lägenhet,Andel i bostadsförening,2.0,35.0,Ja,3.0,1892,2175.0,9900.0,Nej,0
Linnégatan 94,13 mars 2023,4980000,4800000,Lägenhet,Bostadsrätt,2.0,40.0,,,1929,2520.0,5800.0,,3
Falugatan 19,13 mars 2023,6025000,5695000,Lägenhet,Bostadsrätt,2.0,62.0,,,1925,2888.0,8500.0,,6
Valhallavägen 65,13 mars 2023,4460000,3995000,Lägenhet,Bostadsrätt,1.5,46.0,Ja,2.0,1934,2833.0,,Ja,0
"Sysslomansgatan 8, 6 tr",13 mars 2023,4140000,3895000,Lägenhet,Bostadsrätt,2.0,38.0,Ja,6.0,1938,1920.0,,Ja,1
Regeringsgatan 70C,13 mars 2023,6450000,6350000,Lägenhet,Bostadsrätt,2.5,70.0,Ja,1.0,1982,2853.0,9000.0,Ja,0
Jungfrugatan 19,14 mars 2023,5200000,4950000,Lägenhet,Bostadsrätt,2.0,44.0,,4.0,1966,1468.0,5600.0,Ja,9
Kungsklippan 11,14 mars 2023,3920000,3695000,Lägenhet,Bostadsrätt,2.0,45.0,Nej,1.0,1938,3438.0,,Ja,8
"Baltzar von Platens Gata 7 C, 3 tr",14 mars 2023,5675000,5250000,Lägenhet,Bostadsrätt,2.0,51.0,Nej,3.0,1930,1037.0,,Ja,1
Brahegatan 37,14 mars 2023,8575000,7900000,Lägenhet,Bostadsrätt,2.0,59.0,Ja,1.0,1880,1016.0,,Ja,9
Kungsholmsgatan 42,14 mars 2023,5400000,4995000,Lägenhet,Bostadsrätt,2.0,51.0,Nej,0.5,1901,1990.0,2500.0,Nej,8
"Valhallavägen 22A, 5 tr",14 mars 2023,3530000,3295000,Lägenhet,Bostadsrätt,2.0,36.0,,5.0,1911,2329.0,4800.0,Ja,0
Ninni kronbergs gata 16,14 mars 2023,4350000,4395000,Lägenhet,Bostadsrätt,2.0,46.0,Ja,3.0,2022,3555.0,,Ja,6
"Norrbackagatan 26A, 5tr",14 mars 2023,7000000,6695000,Lägenhet,Bostadsrätt,2.0,66.0,Ja,5.0,1926,3242.0,12228.0,Ja,6
"Ernst Ahlgrens väg 3, 1/2 tr",14 mars 2023,3300000,2995000,Lägenhet,Bostadsrätt,2.0,34.0,Nej,1.0,1931,1939.0,5260.0,Nej,2
"Västmannagatan 13, 4 tr",14 mars 2023,4700000,4500000,Lägenhet,Bostadsrätt,2.0,35.0,Nej,5.0,1880,3386.0,,Ja,4
Valhallavägen 46,14 mars 2023,7025000,7250000,Lägenhet,Bostadsrätt,2.0,73.0,,5.0,1909,4142.0,8900.0,,0
Torbjörn klockares gata 23,14 mars 2023,3875000,3395000,Lägenhet,Bostadsrätt,1.5,36.0,Nej,,1924,2353.0,5400.0,,6
Lustgårdsgatan 20,14 mars 2023,3950000,3695000,Lägenhet,Bostadsrätt,2.0,46.0,,,2015,3423.0,7700.0,,5
"Roslagsgatan 33B, 2tr",14 mars 2023,4650000,3995000,Lägenhet,Bostadsrätt,2.0,42.0,,2.0,1901,2436.0,4200.0,Ja,0
"Ture Nermans gränd 2, våning 2",14 mars 2023,3700000,3475000,Lägenhet,Bostadsrätt,1.5,38.0,,2.0,1930,777.0,,Ja,1
Hjalmar Söderbergs väg 10,14 mars 2023,4550000,4395000,Lägenhet,Bostadsrätt,2.0,53.0,Ja,4.0,2020,3298.0,3182.0,Ja,2
Emmy rappes gata 3,15 mars 2023,3500000,3395000,Lägenhet,Bostadsrätt,1.5,31.0,Nej,6.0,2021,2200.0,,Ja,6
"Vitalisvägen 11, 0,5 tr",15 mars 2023,3670000,2995000,Lägenhet,Bostadsrätt,2.0,38.0,Nej,,1931,2126.0,7596.0,,2
"Alströmergatan 32L, 2 tr",15 mars 2023,4300000,3995000,Lägenhet,Bostadsrätt,2.0,45.0,Nej,2.0,1929,2499.0,8893.0,Nej,1
"Fridhemsgatan 10A, våning 4!",15 mars 2023,4400000,3850000,Lägenhet,Bostadsrätt,1.5,42.0,Ja,4.0,1927,2600.0,,Ja,1
Idungatan 5,15 mars 2023,4300000,3995000,Lägenhet,Bostadsrätt,2.0,45.0,Nej,2.0,1969,2333.0,7000.0,Ja,7
"Hagagatan 17 N, 4 tr",15 mars 2023,5850000,5450000,Lägenhet,Bostadsrätt,2.0,67.0,,4.0,1979,3421.0,,Ja,4
Norrtullsgatan 30,15 mars 2023,4500000,3950000,Lägenhet,Bostadsrätt,2.0,44.0,Ja,3.0,1939,2538.0,7856.0,Ja,7
Bråvallagatan 3,15 mars 2023,4550000,0,Lägenhet,Bostadsrätt,2.0,42.0,,0.5,1929,2638.0,,Ja,6
"Majorsgatan 4, 2 tr",15 mars 2023,5210000,4995000,Lägenhet,Bostadsrätt,2.5,39.0,,2.0,1932,276.0,,Ja,9
"Tomtebogatan 32A, 2tr. ö.g",15 mars 2023,6380000,5995000,Lägenhet,Bostadsrätt,2.0,57.0,Ja,2.0,1909,3341.0,2364.0,Ja,6
"Harry Martinsons gata 10, 4 tr",16 mars 2023,4500000,4450000,Lägenhet,Bostadsrätt,2.0,55.5,Ja,4.0,2010,2864.0,5800.0,Ja,2
Karlsviksgatan 10,16 mars 2023,6750000,6495000,Lägenhet,Bostadsrätt,2.0,63.0,Ja,2.0,1913,3046.0,5160.0,Ja,1
Ola Hanssonsgatan 5,16 mars 2023,3650000,0,Lägenhet,Bostadsrätt,2.0,37.0,Ja,,1934,2462.0,2200.0,,2
"Bergsgatan 51, 3 tr",16 mars 2023,5495000,5495000,Lägenhet,Bostadsrätt,2.0,55.0,Nej,3.0,1963,1491.0,7200.0,Ja,8
"Kristinebergsvägen 7, 3tr",16 mars 2023,3600000,3295000,Lägenhet,Bostadsrätt,1.5,37.5,Nej,3.0,1926,2042.0,3500.0,Nej,5
"Robert Almströmsgatan 9A, 1,5 tr",16 mars 2023,5650000,5495000,Lägenhet,Bostadsrätt,2.0,56.0,,1.0,1928,2602.0,,Ja,6
Oxenstiernsgatan 35,16 mars 2023,3320000,2995000,Lägenhet,Bostadsrätt,2.0,40.0,Nej,1.0,1953,2245.0,6970.0,Ja,3
David Bagares gata 14,17 mars 2023,6700000,6300000,Lägenhet,Bostadsrätt,2.0,62.0,,1.0,1928,1524.0,8600.0,,0
Torbjörn Klockares gata 21,17 mars 2023,5300000,5200000,Lägenhet,Bostadsrätt,2.0,58.0,Nej,0.5,1920,2240.0,,Nej,6
"Igeldammsgatan 22E, 6 tr.",17 mars 2023,6450000,5900000,Lägenhet,Bostadsrätt,2.0,54.0,Ja,6.0,1897,3834.0,,Ja,1
"Sankt Eriksgatan 24, 3tr",17 mars 2023,4700000,5295000,Lägenhet,Bostadsrätt,2.0,55.0,Ja,3.0,1984,1337.0,4200.0,Ja,1
Adlerbethsgatan 17,17 mars 2023,3225000,2950000,Lägenhet,Bostadsrätt,1.5,34.0,Nej,1.5,1931,1939.0,,Nej,2
"Floragatan 5, 1 tr",17 mars 2023,5250000,4900000,Lägenhet,Bostadsrätt,2.0,40.0,Nej,1.0,1946,1628.0,5600.0,Ja,9
Teknologgatan 7 C,17 mars 2023,5995000,5995000,Lägenhet,Bostadsrätt,2.0,59.0,,,1881,3461.0,7600.0,,4
Nybrogatan 50,17 mars 2023,5100000,4495000,Lägenhet,Bostadsrätt,2.0,37.0,Nej,4.0,1942,814.0,5600.0,Ja,9
"Karlbergsvägen 70B, 5tr",17 mars 2023,5500000,4995000,Lägenhet,Bostadsrätt,2.0,57.0,,5.0,1898,3228.0,,Ja,6
"Völundsgatan 3, 5tr",17 mars 2023,3800000,3595000,Lägenhet,Bostadsrätt,1.5,36.0,,5.0,1929,2406.0,,Ja,6
Igeldammsgatan 12,17 mars 2023,4000000,3995000,Lägenhet,Bostadsrätt,2.0,46.0,Nej,2.0,1929,2713.0,8900.0,Ja,1
Sysslomansgatan 26,18 mars 2023,3500000,3150000,Lägenhet,Bostadsrätt,2.0,36.0,Ja,1.0,1939,2501.0,4800.0,Ja,1
"Lill-Jans plan 4, 4 tr",18 mars 2023,7300000,6950000,Lägenhet,Bostadsrätt,2.0,54.0,,4.0,1887,1800.0,11800.0,,9
"Ulriksborgsgatan 16, vån 14",19 mars 2023,6000000,5950000,Lägenhet,Bostadsrätt,2.0,64.5,Ja,14.0,0,3152.0,6600.0,Ja,5
Runiusgatan 9,19 mars 2023,3925000,3750000,Lägenhet,Bostadsrätt,2.0,55.0,Nej,2.0,1931,2363.0,7320.0,Ja,2
Sankt eriksgatan 25B,20 mars 2023,4000000,3995000,Lägenhet,Bostadsrätt,2.0,42.0,Nej,4.0,1910,1837.0,,Ja,1
Fridhemsgatan 14A,20 mars 2023,4400000,3995000,Lägenhet,Bostadsrätt,2.0,44.0,Nej,1.5,1927,2660.0,,Ja,1
"Kungsgatan 90, vån 5",20 mars 2023,6750000,7595000,Lägenhet,Bostadsrätt,2.5,69.0,Nej,5.0,1898,3236.0,,Ja,8
"Grev Turegatan 8A, 3tr",20 mars 2023,9450000,8750000,Lägenhet,Bostadsrätt,2.0,58.0,,3.0,2012,1909.0,,,9
"Anna Steckséns Gata 15, 7 tr",20 mars 2023,5100000,5550000,Lägenhet,Bostadsrätt,2.0,45.0,Ja,7.0,2022,2787.0,,Ja,6
Breitenfeldsgatan 3,20 mars 2023,4750000,4750000,Lägenhet,Bostadsrätt,2.0,37.0,Ja,1.0,1923,2382.0,6600.0,Nej,3
"Rålambsvägen 27, 4 tr",20 mars 2023,4600000,4495000,Lägenhet,Bostadsrätt,2.0,54.0,Ja,4.0,1944,1960.0,4200.0,Ja,5
"Kungsbro strand 19, 3 tr",21 mars 2023,4515000,3950000,Lägenhet,Bostadsrätt,2.0,41.0,Ja,,1936,3658.0,10950.0,,8
"Fredhällsgatan 9, 2tr",21 mars 2023,4105000,3895000,Lägenhet,Bostadsrätt,2.0,40.0,Ja,2.5,1931,2617.0,,Nej,2
Tomtebogatan 39,21 mars 2023,3350000,3295000,Lägenhet,Bostadsrätt,2.0,36.0,Nej,,1911,2269.0,10350.0,,6
"Gävlegatan 36B, 6 tr",21 mars 2023,4400000,3950000,Lägenhet,Bostadsrätt,1.5,32.0,Ja,6.0,2020,2293.0,,Ja,6
"Gästrikegatan 7A, 2 tr ög",21 mars 2023,6040000,5295000,Lägenhet,Bostadsrätt,2.0,48.0,Ja,2.0,1912,2928.0,,,6
Frödingsvägen 9,21 mars 2023,3300000,2995000,Lägenhet,Bostadsrätt,1.5,34.0,Nej,2.0,1931,1939.0,,Nej,2
Nybrogatan 81,21 mars 2023,7100000,6900000,Lägenhet,Bostadsrätt,2.0,58.0,Ja,4.0,1927,2679.0,8400.0,Ja,9
"Dalagatan 8, 4tr",21 mars 2023,5465000,5295000,Lägenhet,Bostadsrätt,2.0,51.0,Ja,4.0,1929,2661.0,,Ja,4
Rörstrandsgatan 38 A,21 mars 2023,4000000,3795000,Lägenhet,Andel i bostadsförening,2.0,34.0,,,1906,2143.0,,,6
Vitalisvägen 3,22 mars 2023,4000000,3750000,Lägenhet,Bostadsrätt,2.0,47.5,Nej,1.5,1931,2570.0,5880.0,Nej,2
Nina einhorns gata 10,22 mars 2023,4800000,4950000,Lägenhet,Bostadsrätt,2.0,48.0,Ja,,2018,3091.0,8448.0,,6
Karlbergsvägen 25B,22 mars 2023,7340000,6600000,Lägenhet,Bostadsrätt,2.0,61.0,Ja,3.0,1895,2369.0,8800.0,,7
Sankt Göransgatan 70,22 mars 2023,6830000,5995000,Lägenhet,Bostadsrätt,2.5,75.5,Ja,4.0,1939,2081.0,6600.0,Ja,1
Frejgatan 17,22 mars 2023,4350000,3695000,Lägenhet,Andel i bostadsförening,2.0,37.2,Nej,2.0,1884,1888.0,8112.0,Nej,0
Nybrogatan 85,22 mars 2023,5350000,4995000,Lägenhet,Bostadsrätt,2.0,44.0,Nej,2.0,1927,1950.0,5900.0,Ja,9
Fridhemsgatan 41,22 mars 2023,4400000,4595000,Lägenhet,Bostadsrätt,2.0,42.0,Nej,4.0,1884,1097.0,,Ja,1
Upplandsgatan 77A,22 mars 2023,6500000,6295000,Lägenhet,Bostadsrätt,2.0,57.0,Ja,4.0,1899,3183.0,6600.0,Ja,7
Drottningholmsvägen 9,22 mars 2023,4300000,5495000,Lägenhet,Bostadsrätt,2.0,55.0,Nej,1.0,1907,1400.0,7068.0,Ja,1
"Rödabergsbrinken 7, 4tr",22 mars 2023,5500000,4895000,Lägenhet,Bostadsrätt,2.0,49.0,,4.0,1927,1770.0,7200.0,Nej,6
Kristinebergsvägen 24,22 mars 2023,4300000,3975000,Lägenhet,Bostadsrätt,2.5,55.5,Ja,,1980,2482.0,8640.0,,5
"Tomtebogatan 53, 1,5tr.",22 mars 2023,3950000,3795000,Lägenhet,Bostadsrätt,2.0,33.0,,1.5,1907,1907.0,,Ja,6
"Kammakargatan 70, 3 tr",22 mars 2023,3875000,3495000,Lägenhet,Bostadsrätt,1.5,37.0,Ja,3.0,1946,1928.0,,Ja,4
"Idungatan 14, 2tr",22 mars 2023,6700000,6195000,Lägenhet,Bostadsrätt,2.0,58.0,,2.0,1914,2486.0,,Ja,7
Torsgatan 42B,23 mars 2023,4600000,4195000,Lägenhet,Bostadsrätt,2.0,39.0,Nej,2.0,1929,2337.0,2280.0,Ja,6
